,xa,pens_made,assists_per90,cards_yellow,goals_assists_pens_per90,squad,nationality,pens_att,games,npxg,goals_per90,minutes,goals,xg_per90,player,assists,age,cards_red,goals_assists_per90,games_starts,npxg_per90,xa_per90,xg,position,goals_pens_per90
407,2.0,0,0.22,3,0.22,Everton,fr FRA,0,21,0.3,0.00,"1,642",0,0.02,Djibril Sidibé,4,27,0,0.22,17,0.02,0.11,0.3,DF,0.00
408,3.5,0,0.09,3,0.14,Everton,is ISL,0,26,3.1,0.05,"1,994",1,0.14,Gylfi Sigurðsson,2,29,0,0.14,23,0.14,0.16,3.1,MF,0.05
409,3.8,0,0.30,5,0.59,Manchester City,pt POR,0,25,4.8,0.30,"1,523",5,0.28,Bernardo Silva,5,24,0,0.59,17,0.28,0.22,4.8,"FW,MF",0.30
410,3.4,0,0.48,0,0.68,Manchester City,es ESP,0,20,4.2,0.20,"1,319",3,0.29,David Silva,7,33,0,0.68,17,0.29,0.23,4.2,MF,0.20
411,0.0,0,0.00,0,0.00,Bournemouth,eng ENG,0,4,0.0,0.00,241,0,0.01,Jack Simpson,0,22,0,0.00,1,0.01,0.00,0.0,DF,0.00
412,1.0,0,0.05,6,0.15,Tottenham,fr FRA,0,21,2.0,0.10,"1,779",2,0.10,Moussa Sissoko,1,29,0,0.15,20,0.10,0.05,2.0,MF,0.10
413,0.0,0,0.00,0,0.00,Tottenham,eng ENG,0,4,0.0,0.00,58,0,0.00,Oliver Skipp,0,18,0,0.00,1,0.00,0.00,0.0,"MF,DF",0.00
414,0.0,0,0.00,0,0.00,Southampton,ie IRL,0,3,0.3,0.00,165,0,0.14,William Smallbone,0,19,0,0.00,2,0.14,0.00,0.3,MF,0.00
415,0.6,0,0.05,7,0.05,Bournemouth,eng ENG,0,19,0.6,0.00,"1,647",0,0.03,Adam Smith,1,28,0,0.05,19,0.03,0.04,0.6,DF,0.00
416,0.0,0,0.00,0,0.00,Arsenal,eng ENG,0,2,0.0,0.00,97,0,0.00,Emile Smith-Rowe,0,19,0,0.00,1,0.00,0.00,0.0,MF,0.00
417,2.8,0,0.30,4,0.60,West Ham,sco SCO,0,24,2.5,0.30,"1,509",5,0.15,Robert Snodgrass,5,31,0,0.60,17,0.15,0.17,2.5,"MF,FW",0.30
418,1.2,0,0.07,1,0.07,Southampton,pt POR,0,16,0.6,0.00,"1,306",0,0.04,Cédric Soares,1,27,0,0.07,16,0.04,0.09,0.6,DF,0.00
419,1.0,0,0.07,1,0.07,Bournemouth,eng ENG,0,25,2.1,0.00,"1,229",0,0.16,Dominic Solanke,1,21,0,0.07,12,0.16,0.07,2.1,"FW,MF",0.00
420,0.0,0,0.00,0,0.00,West Ham,cz CZE,0,5,0.1,0.00,320,0,0.04,Tomáš Souček,0,24,0,0.00,4,0.04,0.00,0.1,MF,0.00
421,0.2,0,0.03,4,0.07,Leicester City,tr TUR,0,29,2.3,0.03,"2,610",1,0.08,Çağlar Söyüncü,1,23,0,0.07,29,0.08,0.01,2.3,DF,0.03
422,0.0,0,0.00,0,1.91,Norwich City,de GER,0,8,0.5,1.91,47,1,0.89,Dennis Srbeny,0,25,0,1.91,0,0.89,0.00,0.5,"MF,FW",1.91
423,2.1,0,0.16,2,0.16,Bournemouth,eng ENG,0,13,0.3,0.00,"1,156",0,0.03,Jack Stacey,2,23,0,0.16,13,0.03,0.18,0.3,DF,0.00
424,0.1,0,0.00,0,0.00,Bournemouth,eng ENG,0,7,0.2,0.00,254,0,0.09,Junior Stanislas,0,29,0,0.00,2,0.09,0.03,0.2,"MF,FW",0.00
425,0.0,0,0.00,0,0.00,Aston Villa,eng ENG,0,1,0.0,0.00,7,0,0.00,Jed Steer,0,26,0,0.00,1,0.00,0.00,0.0,GK,0.00
426,0.7,0,0.05,6,0.05,Brighton,eng ENG,0,25,0.5,0.00,"1,946",0,0.02,Dale Stephens,1,30,0,0.05,22,0.02,0.03,0.5,MF,0.00
427,1.1,0,0.14,2,0.19,Southampton,eng ENG,0,22,0.8,0.05,"1,917",1,0.04,Jack Stephens,3,25,0,0.19,21,0.04,0.05,0.8,DF,0.05
428,6.7,0,0.04,5,0.56,Manchester City,eng ENG,1,25,10.8,0.51,"2,107",12,0.50,Raheem Sterling,1,24,0,0.56,24,0.46,0.29,11.8,FW,0.51
429,3.5,0,0.07,5,0.14,Sheffield Utd,ie IRL,0,29,0.9,0.07,"2,535",2,0.03,Enda Stevens,2,29,0,0.14,29,0.03,0.12,0.9,DF,0.07
430,0.5,0,0.00,4,0.00,Norwich City,de GER,0,19,1.5,0.00,933,0,0.15,Marco Stiepermann,0,28,0,0.00,11,0.15,0.04,1.5,MF,0.00
431,0.1,0,0.00,0,0.00,Manchester City,eng ENG,0,12,0.6,0.00,906,0,0.06,John Stones,0,25,0,0.00,10,0.06,0.01,0.6,DF,0.00
432,0.1,0,0.00,1,0.00,Watford,ng NGA,0,5,0.1,0.00,70,0,0.10,Isaac Success,0,23,0,0.00,0,0.10,0.16,0.1,"FW,MF",0.00
433,0.1,0,0.00,0,0.00,Newcastle Utd,kr KOR,0,3,0.0,0.00,137,0,0.00,Ki Sung-yueng,0,30,0,0.00,1,0.00,0.05,0.0,MF,0.00
434,0.0,0,0.00,1,0.00,Bournemouth,eng ENG,0,5,0.0,0.00,235,0,0.01,Andrew Surman,0,32,0,0.00,2,0.01,0.01,0.0,MF,0.00
435,0.0,0,0.00,0,0.00,Bournemouth,eng ENG,0,1,0.0,0.00,16,0,0.00,Sam Surridge,0,21,0,0.00,0,0.00,0.00,0.0,FW,0.00
436,0.0,0,0.00,1,0.00,Tottenham,eng ENG,0,6,0.1,0.00,525,0,0.01,Japhet Tanganga,0,20,0,0.00,6,0.01,0.00,0.1,DF,0.00
437,2.7,0,0.10,3,0.15,Aston Villa,eng ENG,0,21,0.4,0.05,"1,777",1,0.02,Matt Targett,2,23,0,0.15,21,0.02,0.14,0.4,DF,0.05
438,1.6,0,0.03,8,0.07,Burnley,eng ENG,0,29,1.6,0.03,"2,610",1,0.05,James Tarkowski,1,26,0,0.07,29,0.05,0.05,1.6,DF,0.03
439,0.9,0,0.00,3,0.00,Burnley,eng ENG,0,17,0.0,0.00,"1,376",0,0.00,Charlie Taylor,0,25,0,0.00,15,0.00,0.06,0.0,DF,0.00
440,0.1,0,0.00,2,0.00,Aston Villa,wal WAL,0,10,0.2,0.00,795,0,0.02,Neil Taylor,0,30,0,0.00,8,0.02,0.01,0.2,DF,0.00
441,0.0,0,0.00,0,0.00,Southampton,eng ENG,0,1,0.1,0.00,3,0,2.19,Nathan Tella,0,20,0,0.00,0,2.19,0.00,0.1,FW,0.00
442,0.8,0,0.05,4,0.10,Norwich City,no NOR,0,23,0.7,0.05,"1,782",1,0.03,Alexander Tettey,1,33,0,0.10,21,0.03,0.04,0.7,"MF,DF",0.05
443,4.2,0,0.20,2,0.32,Leicester City,be BEL,0,29,2.4,0.12,"2,227",3,0.10,Youri Tielemans,5,22,0,0.32,25,0.10,0.17,2.4,MF,0.12
444,0.5,0,0.00,2,0.00,Arsenal,sco SCO,0,7,0.1,0.00,391,0,0.02,Kieran Tierney,0,22,0,0.00,5,0.02,0.13,0.1,DF,0.00
445,0.1,0,0.06,5,0.11,Crystal Palace,eng ENG,0,18,1.3,0.06,"1,582",1,0.08,James Tomkins,1,30,0,0.11,18,0.08,0.01,1.3,DF,0.06
446,0.2,0,0.00,3,0.07,Chelsea,eng ENG,0,15,0.6,0.07,"1,291",1,0.04,Fikayo Tomori,0,21,0,0.07,15,0.04,0.01,0.6,DF,0.07
447,1.1,0,0.07,4,0.13,Arsenal,uy URU,0,24,1.6,0.07,"1,373",1,0.10,Lucas Torreira,1,23,0,0.13,15,0.10,0.07,1.6,MF,0.07
448,0.0,0,0.00,0,0.51,Crystal Palace,tr TUR,0,5,0.8,0.51,177,1,0.40,Cenk Tosun,0,28,0,0.51,2,0.40,0.00,0.8,FW,0.51
449,0.1,0,0.00,0,0.31,Everton,tr TUR,0,5,0.8,0.31,291,1,0.24,Cenk Tosun,0,28,0,0.31,2,0.24,0.04,0.8,FW,0.31
450,1.2,0,0.11,0,0.22,Crystal Palace,eng ENG,0,16,0.2,0.11,812,1,0.02,Andros Townsend,1,28,0,0.22,9,0.02,0.14,0.2,MF,0.11
451,6.0,0,0.34,0,0.51,Wolves,es ESP,0,29,2.3,0.17,"2,099",4,0.10,Adama Traoré,8,23,0,0.51,22,0.10,0.26,2.3,"FW,DF",0.17
452,0.0,0,0.00,0,0.00,Bournemouth,ie IRL,0,1,0.0,0.00,90,0,0.00,Mark Travers,0,20,0,0.00,1,0.00,0.00,0.0,GK,0.00
453,0.7,0,0.07,4,0.27,Aston Villa,eg EGY,0,25,2.8,0.20,"1,348",3,0.19,Trézéguet,1,24,1,0.27,13,0.19,0.05,2.8,"FW,MF",0.20
454,3.3,0,0.18,0,0.35,Brighton,be BEL,0,24,2.6,0.18,"1,530",3,0.16,Leandro Trossard,3,24,0,0.35,17,0.16,0.20,2.6,"FW,MF",0.18
455,0.0,0,0.00,2,0.00,Norwich City,de GER,0,15,0.4,0.00,"1,085",0,0.04,Tom Trybull,0,26,0,0.00,13,0.04,0.00,0.4,MF,0.00
456,0.0,0,0.00,0,0.00,Manchester Utd,eng ENG,0,5,0.0,0.00,189,0,0.00,Axel Tuanzebe,0,21,0,0.00,2,0.00,0.00,0.0,DF,0.00
457,0.7,0,0.00,1,0.00,Southampton,fr FRA,0,10,0.3,0.00,734,0,0.03,Yan Valery,0,20,0,0.00,9,0.03,0.09,0.3,DF,0.00
458,0.0,0,0.00,1,0.00,Wolves,es ESP,0,2,0.0,0.00,163,0,0.00,Jesús Vallejo,0,22,0,0.00,1,0.00,0.00,0.0,DF,0.00
459,3.5,4,0.16,2,0.74,Leicester City,eng ENG,5,27,10.8,0.74,"2,313",19,0.57,Jamie Vardy,4,32,0,0.89,26,0.42,0.13,14.6,FW,0.58
460,0.0,0,0.00,0,0.00,Aston Villa,us USA,0,2,0.0,0.00,38,0,0.00,Indiana Vassilev,0,18,0,0.00,0,0.00,0.00,0.0,FW,0.00
461,0.9,0,0.06,2,0.12,Tottenham,be BEL,0,19,0.4,0.06,"1,543",1,0.03,Jan Vertonghen,1,32,0,0.12,18,0.03,0.05,0.4,DF,0.06
